"N. parte","Envios","Bult","F. Albaran","Orig.","Dest.","Propi.","Serv.","Abonado","Tipo","Estado","Gestor","Resolución","Fecha parte","F.Resolución","Tiempo","Acción"
"PP-21-019109","03822A008835 Entregado","1","25-01-21","03822 - SEVILLA 41006","04204 - ILLESCAS","03822 - SEVILLA 41006","U19","GESTION INTEGRAL DE RECURSOS DE TELECOMUNICAC","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131677"
"PP-21-019110","043233236943 Entregado","1","21-01-21","04323 - VALENCIA 46007","02627 - MADRID 28006","04323 - VALENCIA 46007","U19E","WEHADENT IBERICA S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131678"
"PP-21-019112","027008004398 Pendiente: EntregaPendiente, ,","1","20-01-21","02700 - MALAGA 29006","02670 - MADRID 28037","02700 - MALAGA 29006","ECOM","HERMANOS SANCHEZ LAFUENTE S.A.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","01-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131680"
"PP-21-019113","027143014039 Entregado","1","11-01-21","02714 - ARROYO DE LA MIEL","02638 - MADRID 28029","02714 - ARROYO DE LA MIEL","U19","VITALDENT/CL.BENITEZ MURRI SLP","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131681"
"PP-21-019116","043076949464 Entregado","1","19-01-21","04307 - PATERNA","02646 - VILLAVICIOSA DE ODON","04307 - PATERNA","ECOM","ROIGAR INSTITUTO, S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131684"
"PP-21-019118","027005341334 Entregado","1","18-01-21","02700 - MALAGA 29006","02612 - MADRID 28034","02700 - MALAGA 29006","ECOM","KRONOTECH SOLUTIONS, SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131686"
"PP-21-019119","043076949296 Entregado","1","19-01-21","04307 - PATERNA","02605 - MOSTOLES 28936","04307 - PATERNA","U19E","BIOINICIA, SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131687"
"PP-21-019120","043083038496 Entregado","1","22-01-21","04308 - ALDAIA","02665 - NAVALCARNERO","04308 - ALDAIA","ECOM","RECAMBIOS CAMION MCP SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131688"
"PP-21-019122","038244990071 Entregado","1","12-01-21","03824 - SEVILLA 41020","01501 - TARANCON","03824 - SEVILLA 41020","ECOM","THINK PHARMA TANK SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131690"
"PP-21-019123","043076948713 Entregado","1","19-01-21","04307 - PATERNA","02672 - MADRID","04307 - PATERNA","ECOM","ROIGAR INSTITUTO, S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131691"
"PP-21-019125","006242097630 Entregado","1","14-01-21","00624 - TORELLO","01501 - TARANCON","00624 - TORELLO","UBAG19","MIRIAM","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131693"
"PP-21-019129","038244990336 Entregado","1","12-01-21","03824 - SEVILLA 41020","01501 - TARANCON","03824 - SEVILLA 41020","ECOM","7 EDITORES RECURSOS PARA LA CUALIFICACION PRO","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131697"
"PP-21-019130","040123935673 Entregado","3","19-01-21","04012 - TARRAGONA 43006","02605 - MOSTOLES 28936","04012 - TARRAGONA 43006","U19E","ELEKTRO 3 SCCL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131698"
"PP-21-019131","038244537428 Entregado","1","12-01-21","03824 - SEVILLA 41020","02654 - MADRID 28033","03824 - SEVILLA 41020","ECOM","GRUPO R.QUERALTO S.A.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131699"
"PP-21-019133","043272964915 Entregado","1","14-01-21","04327 - VALENCIA 46022","02605 - MOSTOLES 28936","04327 - VALENCIA 46022","U19E","WWW.SENSHOKU.ES","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131701"
"PP-21-019134","038050857704 Extraviado(Criterio temporal)","1","13-01-21","03805 - MORON FRONTERA","02647 - MADRID 28042","03805 - MORON FRONTERA","ECOM","FARMA 4 ESTACIONES, S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","01-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131702"
"PP-21-019136","038050857718 Entregado","1","13-01-21","03805 - MORON FRONTERA","02647 - MADRID 28042","03805 - MORON FRONTERA","ECOM","FARMA 4 ESTACIONES, S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131704"
"PP-21-019137","038102208502 Entregado","1","12-01-21","03810 - CONSTANTINA","02659 - VALDEMORO","03810 - CONSTANTINA","ECOM","ROMERO ALAVREZ SA","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131705"
"PP-21-019138","043076948799 Entregado","1","19-01-21","04307 - PATERNA","02647 - MADRID 28042","04307 - PATERNA","U19E","BIOINICIA, SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131706"
"PP-21-019141","040123936029 Entregado","3","20-01-21","04012 - TARRAGONA 43006","02605 - MOSTOLES 28936","04012 - TARRAGONA 43006","U19E","ELEKTRO 3 SCCL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131709"
"PP-21-019143","043065800946 Devuelto a remitente","1","18-01-21","04306 - ONTINYENT","02657 - MADRID 28022","04306 - ONTINYENT","ECOM","HELLO MY BAG SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","01-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131711"
"PP-21-019151","016132996478 Entregado","1","12-01-21","01613 - SARRIA DE TER","02634 - COLLADO-VILLALBA","01613 - SARRIA DE TER","U19","BLACKISARD MONT. EQUIP. S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131719"
"PP-21-019152","043085258676 Entregado","1","21-01-21","04308 - ALDAIA","00902 - NAVALMORAL MATA","04308 - ALDAIA","U19E","CECOTEC INNOVACIONES SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131720"
"PP-21-019154","043085477324 Entregado","1","21-01-21","04308 - ALDAIA","01501 - TARANCON","04308 - ALDAIA","U19E","CECOTEC INNOVACIONES SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131722"
"PP-21-019158","03005A003579 Extraviado(Criterio temporal)","1","18-01-21","03005 - LUGONES","01801 - AZUQUECA DE HENARES","01721 - PELIGROS","ECOM","LO MONACO HOGAR S.L","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","01-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131726"
"PP-21-019159","043085476631 Entregado","1","21-01-21","04308 - ALDAIA","01800 - GUADALAJARA","04308 - ALDAIA","U19E","CECOTEC INNOVACIONES SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131727"
"PP-21-019160","043085477911 Entregado","1","21-01-21","04308 - ALDAIA","02605 - MOSTOLES 28936","04308 - ALDAIA","U19E","CECOTEC INNOVACIONES SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131728"
"PP-21-019161","043085258660 Entregado","1","21-01-21","04308 - ALDAIA","02605 - MOSTOLES 28936","04308 - ALDAIA","U19E","CECOTEC INNOVACIONES SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131729"
"PP-21-019162","043083036863 Sin ninguna traza.","1","19-01-21","04308 - ALDAIA","04209 - TALAVERA REINA","04308 - ALDAIA","ECOM","ECOMMERCE AND QUALITY TRADING SLU","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131730"
"PP-21-019163","043085477772 Entregado","1","21-01-21","04308 - ALDAIA","02607 - MAJADAHONDA","04308 - ALDAIA","U19E","CECOTEC INNOVACIONES SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131731"
"PP-21-019164","011043013241 Entregado","1","15-01-21","01104 - ONDA","02608 - TRES CANTOS","01104 - ONDA","ECOM","SHEDMARKS, S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131732"
"PP-21-019165","043085477937 Entregado","1","21-01-21","04308 - ALDAIA","02612 - MADRID 28034","04308 - ALDAIA","U19E","CECOTEC INNOVACIONES SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131733"
"PP-21-019166","043085258642 Pendiente: TransitoInternoEntrega, ,","1","21-01-21","04308 - ALDAIA","02638 - MADRID 28029","04308 - ALDAIA","U19E","CECOTEC INNOVACIONES SL","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","01-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131734"
"PP-21-019167","043085259018 Entregado","1","21-01-21","04308 - ALDAIA","02646 - VILLAVICIOSA DE ODON","04308 - ALDAIA","U19E","CECOTEC INNOVACIONES SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131735"
"PP-21-019168","043085573473 Entregado","1","21-01-21","04308 - ALDAIA","02661 - RIVAS VACIAMADRID","04308 - ALDAIA","U19E","CECOTEC INNOVACIONES SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131736"
"PP-21-019169","043085258941 Entregado","1","21-01-21","04308 - ALDAIA","02663 - MOSTOLES 28933","04308 - ALDAIA","U19E","CECOTEC INNOVACIONES SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131737"
"PP-21-019170","02701A004576 Entregado","3","11-01-21","02701 - MARBELLA","02634 - COLLADO-VILLALBA","02701 - MARBELLA","U19E","NIMROD ENERGY DRINK SPAIN SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131738"
"PP-21-019171","040123936788 Entregado","1","21-01-21","04012 - TARRAGONA 43006","02643 - TORRELODONES","04012 - TARRAGONA 43006","U19E","ELEKTRO 3 SCCL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131739"
"PP-21-019173","043085478194 Entregado","1","22-01-21","04308 - ALDAIA","02612 - MADRID 28034","04308 - ALDAIA","U19E","CECOTEC INNOVACIONES SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131741"
"PP-21-019175","043085259560 Entregado","1","22-01-21","04308 - ALDAIA","02612 - MADRID 28034","04308 - ALDAIA","U19E","CECOTEC INNOVACIONES SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131743"
"PP-21-019178","006123167353 Devuelto a remitente","2","08-01-21","00612 - PINEDA DE MAR","02634 - COLLADO-VILLALBA","00612 - PINEDA DE MAR","U19E","NATURITAS HOMEVITAL, S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","01-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131746"
"PP-21-019179","026038958302 Extraviado(Criterio temporal)","1","08-01-21","02603 - ALCOBENDAS","02609 - POZUELO ALARCÓN 28223","02603 - ALCOBENDAS","ECOM","UTERQUE ESPAÑA, S. A.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","01-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131747"
"PP-21-019180","005008162742 Entregado","1","12-01-21","00500 - BADAJOZ","02661 - RIVAS VACIAMADRID","00500 - BADAJOZ","U19","GRUPO TC CONSUMIBLES,SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131748"
"PP-21-019181","017030270798 Entregado","1","14-01-21","01703 - LOJA","01501 - TARANCON","01703 - LOJA","ECOM","DANIEL PATO MIJE","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131749"
"PP-21-019184","01703A003192 Entregado","1","18-01-21","01703 - LOJA","02646 - VILLAVICIOSA DE ODON","01703 - LOJA","U19","","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131752"
"PP-21-019186","017030271467 Pendiente: EntregaPendiente, ,","1","20-01-21","01703 - LOJA","01501 - TARANCON","01703 - LOJA","ECOM","DANIEL PATO MIJE","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","01-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131754"
"PP-21-019187","017030271513 Entregado","1","20-01-21","01703 - LOJA","02607 - MAJADAHONDA","01703 - LOJA","ECOM","DANIEL PATO MIJE","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131755"
"PP-21-019188","017030271082 Entregado","1","20-01-21","01703 - LOJA","02615 - MADRID 28039","01703 - LOJA","ECOM","DANIEL PATO MIJE","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131756"
"PP-21-019189","040123771842 Extraviado(Criterio temporal)","1","13-01-21","04012 - TARRAGONA 43006","02633 - MADRID 28027","04012 - TARRAGONA 43006","ECOM","PULL & BEAR ESPAÑA, S.A.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","01-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131757"
"PP-21-019190","017030271694 Entregado","1","21-01-21","01703 - LOJA","02647 - MADRID 28042","01703 - LOJA","ECOM","ESPACIO CELESTE","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","27-01-21","03-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/131758"
