"N. parte","Envios","Bult","F. Albaran","Orig.","Dest.","Propi.","Serv.","Abonado","Tipo","Estado","Gestor","Resolución","Fecha parte","F.Resolución","Tiempo","Acción"
"PP-20-074334","03307A008497 Entregado","3","16-12-20","03307 - VIGO 36208","02628 - MADRID 28028","02628 - MADRID 28028","U19E","GRINPACK S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","30-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104319"
"PP-20-074338","01402A007168 Extraviado(Criterio temporal)","1","11-12-20","01402 - SANTIAGO DE COMPOSTELA 15705","02607 - MAJADAHONDA","02607 - MAJADAHONDA","ECOM","ON RETRIEVAL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104323"
"PP-20-074350","024004793902 Entregado","2","16-12-20","02400 - AGONCILLO (WURTH)","00900 - CACERES","02400 - AGONCILLO (WURTH)","U19E","WURTH ESPAÑA S.A.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104335"
"PP-20-074374","007223398676 Solo estado 17. Sin traza TTM.","1","14-12-20","00722 - BILBAO 48008","02603 - ALCOBENDAS","00722 - BILBAO 48008","ECOM","DISFRAZJAIAK,S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104359"
"PP-20-074379","027073103487 Entregado","1","16-12-20","02707 - ANTEQUERA","02607 - MAJADAHONDA","02707 - ANTEQUERA","U10","MERCAOLEO,SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","23-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104364"
"PP-20-074388","007223398694 Solo estado 17. Sin traza TTM.","1","14-12-20","00722 - BILBAO 48008","02603 - ALCOBENDAS","00722 - BILBAO 48008","ECOM","DISFRAZJAIAK,S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104373"
"PP-20-074389","007223398695 Solo estado 17. Sin traza TTM.","1","14-12-20","00722 - BILBAO 48008","02630 - MADRID 28030","00722 - BILBAO 48008","ECOM","DISFRAZJAIAK,S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104374"
"PP-20-074390","007223398697 Solo estado 17. Sin traza TTM.","1","14-12-20","00722 - BILBAO 48008","02607 - MAJADAHONDA","00722 - BILBAO 48008","ECOM","DISFRAZJAIAK,S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104375"
"PP-20-074397","007223398710 Solo estado 17. Sin traza TTM.","1","14-12-20","00722 - BILBAO 48008","02647 - MADRID 28042","00722 - BILBAO 48008","ECOM","DISFRAZJAIAK,S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104382"
"PP-20-074404","007223398715 Solo estado 17. Sin traza TTM.","1","14-12-20","00722 - BILBAO 48008","02633 - MADRID 28027","00722 - BILBAO 48008","ECOM","DISFRAZJAIAK,S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104389"
"PP-20-074409","007223398719 Solo estado 17. Sin traza TTM.","1","14-12-20","00722 - BILBAO 48008","02633 - MADRID 28027","00722 - BILBAO 48008","ECOM","DISFRAZJAIAK,S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104394"
"PP-20-074410","007223398721 Solo estado 17. Sin traza TTM.","1","14-12-20","00722 - BILBAO 48008","02647 - MADRID 28042","00722 - BILBAO 48008","ECOM","DISFRAZJAIAK,S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104395"
"PP-20-074419","007223398732 Borrado","1","14-12-20","00722 - BILBAO 48008","02608 - TRES CANTOS","00722 - BILBAO 48008","ECOM","DISFRAZJAIAK,S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104404"
"PP-20-074422","007223398738 Borrado","1","14-12-20","00722 - BILBAO 48008","04204 - ILLESCAS","00722 - BILBAO 48008","ECOM","DISFRAZJAIAK,S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104407"
"PP-20-074430","007223398891 Extraviado(Criterio temporal)","1","14-12-20","00722 - BILBAO 48008","02612 - MADRID 28034","00722 - BILBAO 48008","UBAG14","PKF ATTEST SERV.EMPRESARIALES S.L","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104415"
"PP-20-074432","007223398504 Entregado","1","14-12-20","00722 - BILBAO 48008","02659 - VALDEMORO","00722 - BILBAO 48008","ECOM","DISFRAZJAIAK,S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","0 / 1","21-12-20","","","https://wilsonapp.tech/frontend/partes_perdida/edit/104417"
"PP-20-074436","007223399227 Borrado","1","15-12-20","00722 - BILBAO 48008","02673 - ALCALA HENARES 28802","00722 - BILBAO 48008","ECOM","DISFRAZJAIAK,S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104421"
"PP-20-074466","03800A001526 Extraviado(Criterio temporal)","1","15-12-20","03800 - DOS HERMANAS","02648 - PINTO","03800 - DOS HERMANAS","U10","G.P. MANUFACTURAS DEL ACERO, S.A.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104451"
"PP-20-074490","080108184320 Entregado","1","08-12-20","08010 - SINTRA","02646 - VILLAVICIOSA DE ODON","08010 - SINTRA","U19E","BINARY SUBJECT, S.A.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104475"
"PP-20-074496","005013063467 Entregado","1","17-12-20","00501 - MERIDA","02665 - NAVALCARNERO","00501 - MERIDA","U19E","SHOPPY SPAIN S.C.P.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","22-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104481"
"PP-20-074506","00501R000062 Extraviado(Criterio temporal)","1","15-12-20","00501 - MERIDA","00901 - PLASENCIA","00501 - MERIDA","U19","FUNDACION MARGENES Y VINCULOS","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104491"
"PP-20-074510","00501R000068 Extraviado(Criterio temporal)","1","15-12-20","00501 - MERIDA","00902 - NAVALMORAL MATA","00501 - MERIDA","U19","FUNDACION MARGENES Y VINCULOS","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104495"
"PP-20-074512","00501R000025 Extraviado(Criterio temporal)","1","15-12-20","00501 - MERIDA","00902 - NAVALMORAL MATA","00501 - MERIDA","U19","FUNDACION MARGENES Y VINCULOS","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104497"
"PP-20-074543","080108186867 Extraviado(Criterio temporal)","1","11-12-20","08010 - SINTRA","02654 - MADRID 28033","08010 - SINTRA","U19E","BINARY SUBJECT, S.A.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104528"
"PP-20-074546","043037365213 Extraviado(Criterio temporal)","1","07-12-20","04303 - SAGUNT","02676 - COSLADA","02676 - COSLADA","U19E","IMMEDIATE DELIVERY SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104531"
"PP-20-074548","080108186196 Entregado","1","11-12-20","08010 - SINTRA","02673 - ALCALA HENARES 28802","08010 - SINTRA","U19E","BINARY SUBJECT, S.A.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","23-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104533"
"PP-20-074555","026161032552 Extraviado(Criterio temporal)","1","09-12-20","02616 - MADRID 28008","02676 - COSLADA","02676 - COSLADA","U19E","IMMEDIATE DELIVERY SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104540"
"PP-20-074562","080108185946 Entregado","1","11-12-20","08010 - SINTRA","02665 - NAVALCARNERO","08010 - SINTRA","U19E","BINARY SUBJECT, S.A.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104547"
"PP-20-074563","027052671330 Extraviado(Criterio temporal)","1","10-12-20","02705 - FUENGIROLA","02676 - COSLADA","02676 - COSLADA","U19E","IMMEDIATE DELIVERY SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104548"
"PP-20-074564","080108186129 Entregado","1","11-12-20","08010 - SINTRA","01804 - SIGUENZA","08010 - SINTRA","U19E","BINARY SUBJECT, S.A.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","23-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104549"
"PP-20-074570","002041337233 Entregado","1","15-12-20","00204 - ALCOI","04208 - NAVAHERMOSA","00204 - ALCOI","U19E","IMPORT EXPORT BIKE S.L","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104555"
"PP-20-074576","080108187625 Extraviado(Criterio temporal)","1","11-12-20","08010 - SINTRA","02627 - MADRID 28006","08010 - SINTRA","U19E","BINARY SUBJECT, S.A.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104561"
"PP-20-074586","026332129515 Extraviado(Criterio temporal)","1","11-12-20","02633 - MADRID 28027","04200 - TOLEDO","02633 - MADRID 28027","U19E","REPUESTOS MENENDEZ S.L","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104571"
"PP-20-074591","043085238805 Extraviado(Criterio temporal)","1","14-12-20","04308 - ALDAIA","02621 - MADRID 28010","04308 - ALDAIA","U19E","CECOTEC INNOVACIONES SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","31-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104576"
"PP-20-074594","043085567875 Extraviado(Criterio temporal)","1","14-12-20","04308 - ALDAIA","02646 - VILLAVICIOSA DE ODON","04308 - ALDAIA","U19E","CECOTEC INNOVACIONES SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104579"
"PP-20-074603","043085238130 Extraviado(Criterio temporal)","1","14-12-20","04308 - ALDAIA","04200 - TOLEDO","04308 - ALDAIA","U19E","CECOTEC INNOVACIONES SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104588"
"PP-20-074610","006123147316 Solo estado 17. Sin traza TTM.","1","09-12-20","00612 - PINEDA DE MAR","Internacional Madrid","00612 - PINEDA DE MAR","ECOP","SANTA SUSANNA ORIGINAL STORE SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104595"
"PP-20-074619","038224110355 Extraviado(Criterio temporal)","1","11-12-20","03822 - SEVILLA 41006","02637 - ARANJUEZ","03822 - SEVILLA 41006","ECOM","REPUBLICA GRAFICA, S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104604"
"PP-20-074664","02723A004859 Entregado","1","17-12-20","02723 - MALAGA 29003","02665 - NAVALCARNERO","02723 - MALAGA 29003","UBAG19","","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104649"
"PP-20-074678","038282113301 Entregado","1","15-12-20","03828 - SEVILLA 41010","02647 - MADRID 28042","03828 - SEVILLA 41010","U19","Asmodee Editions Ibérica S.L.U","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104663"
"PP-20-074710","007223400888 Extraviado(Criterio temporal)","1","17-12-20","00722 - BILBAO 48008","02659 - VALDEMORO","00722 - BILBAO 48008","ECOM","DISFRAZJAIAK,S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","22-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104695"
"PP-20-074711","026038937721 Extraviado(Criterio temporal)","1","14-12-20","02603 - ALCOBENDAS","02647 - MADRID 28042","02603 - ALCOBENDAS","UBAG19","LIBERALIA ASSISTANCE SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104696"
"PP-20-074713","00722A006594 Borrado","1","17-12-20","00722 - BILBAO 48008","02612 - MADRID 28034","00722 - BILBAO 48008","U19","C.E.A.R.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104698"
"PP-20-074726","043043716474 Entregado","1","17-12-20","04304 - XATIVA","02665 - NAVALCARNERO","04304 - XATIVA","ECOM","REGALA UNA FLOR","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","22-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104711"
"PP-20-074730","00501A001395 Extraviado(Criterio temporal)","1","09-12-20","00501 - MERIDA","02650 - SAN SEBASTIAN DE LOS REYES","02650 - SAN SEBASTIAN DE LOS REYES","U12E","JOHNSON &JOHNSON","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104715"
"PP-20-074731","03605A001418 Extraviado(Criterio temporal)","1","09-12-20","03605 - CASTRO URDIALES","02650 - SAN SEBASTIAN DE LOS REYES","02650 - SAN SEBASTIAN DE LOS REYES","U19E","JOHNSON &JOHNSON","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104716"
"PP-20-074742","00201A003849 Extraviado(Criterio temporal)","1","09-12-20","00201 - ELX/ELCHE 03201","02637 - ARANJUEZ","00201 - ELX/ELCHE 03201","U19","OPEN","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104727"
"PP-20-074747","026500308041 Extraviado(Criterio temporal)","1","09-12-20","02650 - SAN SEBASTIAN DE LOS REYES","02654 - MADRID 28033","02650 - SAN SEBASTIAN DE LOS REYES","ECOM","WELLSI SALUD SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104732"
"PP-20-074751","02402R001861 Entregado","1","15-12-20","02402 - NAJERA","02609 - POZUELO ALARCÓN 28223","02402 - NAJERA","U19E","EXPEDICIONES VARIOS","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104736"
"PP-20-074797","04502A005015 Pendiente: RecogidaFinalizada, ,","1","15-12-20","04502 - VITORIA 01008","Internacional Madrid","04502 - VITORIA 01008","PAC","PROMOCIONES ETXABARRI IBIÑA","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","0 / 1","21-12-20","","","https://wilsonapp.tech/frontend/partes_perdida/edit/104782"
"PP-20-074805","006023404549 Solo estado 17. Sin traza TTM.","1","17-12-20","00602 - GRANOLLERS 08402","02628 - MADRID 28028","02628 - MADRID 28028","UBAG19","","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104790"
"PP-20-074817","002141368584 Entrega parcial","2","15-12-20","00214 - SANT JOAN D'ALACANT","04204 - ILLESCAS","00214 - SANT JOAN D'ALACANT","U19E","HEPOLUZ S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104802"
"PP-20-074824","043085236453 Extraviado(Criterio temporal)","1","15-12-20","04308 - ALDAIA","00903 - CORIA","04308 - ALDAIA","U19E","CECOTEC INNOVACIONES SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104809"
"PP-20-074825","043085239524 Extraviado(Criterio temporal)","1","15-12-20","04308 - ALDAIA","00902 - NAVALMORAL MATA","04308 - ALDAIA","U19E","CECOTEC INNOVACIONES SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104810"
"PP-20-074829","043084736254 Extraviado(Criterio temporal)","1","15-12-20","04308 - ALDAIA","04200 - TOLEDO","04308 - ALDAIA","U19E","CECOTEC INNOVACIONES SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104814"
"PP-20-074839","043233228573 Extraviado(Criterio temporal)","1","09-12-20","04323 - VALENCIA 46007","02670 - MADRID 28037","02670 - MADRID 28037","U19E","EL CORTE INGLES SA","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104824"
"PP-20-074847","02100G483192 Extraviado(Criterio temporal)","1","15-12-20","02100 - JAEN","02607 - MAJADAHONDA","02100 - JAEN","UBAG19","VANESA LOPEZ GALLEGO","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104832"
"PP-20-074853","02305A001789 Extraviado(Criterio temporal)","1","09-12-20","02305 - LA SEU D'URGELL","02638 - MADRID 28029","06000 - ANDORRA","ECOM","F.M.M.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104838"
"PP-20-074859","02809A005442 Extraviado(Criterio temporal)","1","16-12-20","02809 - ALGUAZAS","02643 - TORRELODONES","02809 - ALGUAZAS","UBAG19","","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","21-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104844"
"PP-20-074882","026634153580 Solo estado 17. Sin traza TTM.","2","11-12-20","02663 - MOSTOLES 28933","03700 - SEGOVIA","02663 - MOSTOLES 28933","ECOM","ROCIO SANCHEZ PORRINO","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","21-12-20","22-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104867"
"PP-20-074891","00642A012092 Manipulación: Pendiente tipificación gestor","1","17-12-20","00642 - BARCELONA 08009","Internacional Madrid","00642 - BARCELONA 08009","ECOP","EL CORTE INGLES SA","Manipulación","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","0 / 1","21-12-20","","","https://wilsonapp.tech/frontend/partes_perdida/edit/104876"
"PP-20-074926","043083020754 Extraviado(Criterio temporal)","1","17-12-20","04308 - ALDAIA","02665 - NAVALCARNERO","04308 - ALDAIA","ECOM","RECAMBIOS CAMION MCP SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","22-12-20","23-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104911"
"PP-20-074944","043085569495 Entrega parcial","2","15-12-20","04308 - ALDAIA","02607 - MAJADAHONDA","04308 - ALDAIA","U19E","CECOTEC INNOVACIONES SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","22-12-20","23-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104929"
"PP-20-074995","043228622255 Extraviado(Criterio temporal)","1","16-12-20","04322 - VALENCIA 46015","02646 - VILLAVICIOSA DE ODON","04322 - VALENCIA 46015","UBAG19","ADRIANA BERNARDO NAVARRO","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","22-12-20","23-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104980"
"PP-20-075014","026715971672 Extraviado(Criterio temporal)","1","16-12-20","02671 - POZUELO ALARCÓN 28224","02648 - PINTO","02671 - POZUELO ALARCÓN 28224","ECOM","RS AMIDATA S.A.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","22-12-20","23-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/104999"
