"N. parte","Envios","Bult","F. Albaran","Orig.","Dest.","Propi.","Serv.","Abonado","Tipo","Estado","Gestor","Resolución","Fecha parte","F.Resolución","Tiempo","Acción"
"PP-21-002434","02601A008889 Pendiente: TransitoInternoEntrega, ,","1","31-12-20","02601 - GETAFE 28906","02657 - MADRID 28022","02601 - GETAFE 28906","ECOM","Media Markt Villaverde (E229","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","07-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115002"
"PP-21-002436","02636A016038 Pendiente: RecogidaFinalizada, ,","1","31-12-20","02636 - FUENLABRADA","02673 - ALCALA HENARES 28802","02601 - GETAFE 28906","UBAG19","ANALISIS ESTADISTICOS PERTICA, S.L.","Pérdida","Respuesta info recibida","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","07-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115004"
"PP-21-002437","016132954424 Pendiente: TransitoInternoEntrega, ,","1","28-12-20","01613 - SARRIA DE TER","03700 - SEGOVIA","01613 - SARRIA DE TER","ECOM","TRADEINN RETAIL SERVICES, S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","07-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115005"
"PP-21-002441","026604286159 Entregado","1","02-01-21","02660 - LEGANES","02665 - NAVALCARNERO","02601 - GETAFE 28906","ECOM","COMPENSA STAND, S.L.","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","07-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115009"
"PP-21-002448","006123152547 Solo estado 17. Sin traza TTM.","1","14-12-20","00612 - PINEDA DE MAR","Internacional Madrid","00612 - PINEDA DE MAR","ECOP","SANTA SUSANNA ORIGINAL STORE SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","07-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115016"
"PP-21-002452","01007A003345 Entregado","1","04-01-21","01007 - SAN FERNANDO","02670 - MADRID 28037","02670 - MADRID 28037","U19E","EL CORTE INGLES SA","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","07-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/115020"
"PP-21-002460","006123152917 Solo estado 17. Sin traza TTM.","1","14-12-20","00612 - PINEDA DE MAR","Internacional Madrid","00612 - PINEDA DE MAR","ECOP","SANTA SUSANNA ORIGINAL STORE SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","07-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115028"
"PP-21-002478","026733590460 Pendiente: RecogidaFinalizada, ,","1","31-12-20","02673 - ALCALA HENARES 28802","02670 - MADRID 28037","02670 - MADRID 28037","U19E","EL CORTE INGLES SA","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","07-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115046"
"PP-21-002488","02673A005651 Pendiente: RecogidaFinalizada, ,","1","31-12-20","02673 - ALCALA HENARES 28802","02660 - LEGANES","02660 - LEGANES","ECOM","IBERICA DE DROGUERIA Y PERFUMES S.A.","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","07-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115056"
"PP-21-002490","04323A003334 Pendiente: RecogidaFinalizada, ,","1","28-12-20","04323 - VALENCIA 46007","02659 - VALDEMORO","04300 - VALENCIA 46003","UBAG19","BIOFARMAX","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","07-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115058"
"PP-21-002493","028093069818 Entregado","1","04-01-21","02809 - ALGUAZAS","00902 - NAVALMORAL MATA","02809 - ALGUAZAS","U19E","MARVIMUNDO, S.L.","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","07-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115061"
"PP-21-002526","026604291001 Entregado","1","04-01-21","02660 - LEGANES","00902 - NAVALMORAL MATA","02660 - LEGANES","ECOM","IBERICA DE DROGUERIA Y PERFUMES S.A.","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","07-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115094"
"PP-21-002532","026604291259 Pendiente: TransitoInternoEntrega, AE0700, No recibido","1","04-01-21","02660 - LEGANES","02673 - ALCALA HENARES 28802","02660 - LEGANES","ECOM","IBERICA DE DROGUERIA Y PERFUMES S.A.","Pérdida","Respuesta info recibida","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","07-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115100"
"PP-21-002537","026604291289 Pendiente: TransitoInternoEntrega, AE0700, No recibido","1","04-01-21","02660 - LEGANES","01802 - MONDEJAR","02660 - LEGANES","ECOM","IBERICA DE DROGUERIA Y PERFUMES S.A.","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","07-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115105"
"PP-21-002541","027005313441 Manipulación: Pendiente tipificación gestor","1","31-12-20","02700 - MALAGA 29006","02648 - PINTO","02700 - MALAGA 29006","ECOM","ROSA CREMA SL","Manipulación","En gestión","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","07-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115109"
"PP-21-002547","026604291483 Entregado","1","04-01-21","02660 - LEGANES","02673 - ALCALA HENARES 28802","02660 - LEGANES","ECOM","IBERICA DE DROGUERIA Y PERFUMES S.A.","Pérdida","Respuesta info recibida","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","07-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115115"
"PP-21-002562","026604291758 Pendiente: TransitoInternoEntrega, ,","1","04-01-21","02660 - LEGANES","01501 - TARANCON","02660 - LEGANES","ECOM","IBERICA DE DROGUERIA Y PERFUMES S.A.","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","07-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115130"
"PP-21-002565","026604288965 Pendiente: TransitoInternoEntrega, ,","1","04-01-21","02660 - LEGANES","01801 - AZUQUECA DE HENARES","02660 - LEGANES","ECOM","IBERICA DE DROGUERIA Y PERFUMES S.A.","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","07-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115133"
"PP-21-002569","026604289071 Pendiente: TransitoInternoEntrega, ,","1","04-01-21","02660 - LEGANES","02615 - MADRID 28039","02660 - LEGANES","ECOM","IBERICA DE DROGUERIA Y PERFUMES S.A.","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","07-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115137"
"PP-21-002585","005011122376 Pendiente: TransitoInternoEntrega, AE0700, No recibido","1","28-12-20","00501 - MERIDA","02636 - FUENLABRADA","00501 - MERIDA","ECOM","PULL & BEAR ESPAÑA, S.A.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","07-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115153"
"PP-21-002593","026604289969 Entregado","1","04-01-21","02660 - LEGANES","02665 - NAVALCARNERO","02660 - LEGANES","ECOM","IBERICA DE DROGUERIA Y PERFUMES S.A.","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","07-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115161"
"PP-21-002598","026604290013 Entregado","1","04-01-21","02660 - LEGANES","00902 - NAVALMORAL MATA","02660 - LEGANES","ECOM","IBERICA DE DROGUERIA Y PERFUMES S.A.","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","07-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115166"
"PP-21-002624","026604287842 Entregado","1","04-01-21","02660 - LEGANES","00902 - NAVALMORAL MATA","02660 - LEGANES","ECOM","IBERICA DE DROGUERIA Y PERFUMES S.A.","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","07-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115192"
"PP-21-002641","026604293227 Entregado","1","04-01-21","02660 - LEGANES","00900 - CACERES","02660 - LEGANES","ECOM","IBERICA DE DROGUERIA Y PERFUMES S.A.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","07-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115209"
"PP-21-002668","026604294014 Pendiente: EntregaPendiente, OE0062, Depositado en Franquici","1","04-01-21","02660 - LEGANES","01501 - TARANCON","02660 - LEGANES","ECOM","IBERICA DE DROGUERIA Y PERFUMES S.A.","Pérdida","Respuesta info recibida","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","07-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115236"
"PP-21-002684","00629A003258 Extraviado(Criterio temporal)","1","23-12-20","00629 - PALAU SOLITA I PLEGAMANS","02670 - MADRID 28037","02670 - MADRID 28037","U19E","EL CORTE INGLES SA","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","07-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115252"
"PP-21-002686","026604294117 Pendiente: TransitoInternoEntrega, ,","1","04-01-21","02660 - LEGANES","00902 - NAVALMORAL MATA","02660 - LEGANES","ECOM","IBERICA DE DROGUERIA Y PERFUMES S.A.","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","07-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115254"
"PP-21-002696","026604294429 Entregado","1","04-01-21","02660 - LEGANES","00902 - NAVALMORAL MATA","02660 - LEGANES","ECOM","IBERICA DE DROGUERIA Y PERFUMES S.A.","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","07-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115264"
"PP-21-002707","026604294541 Entregado","1","04-01-21","02660 - LEGANES","04200 - TOLEDO","02660 - LEGANES","ECOM","IBERICA DE DROGUERIA Y PERFUMES S.A.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","07-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115275"
"PP-21-002713","026604294586 Entregado","1","04-01-21","02660 - LEGANES","02612 - MADRID 28034","02660 - LEGANES","ECOM","IBERICA DE DROGUERIA Y PERFUMES S.A.","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","07-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115281"
"PP-21-002722","026604294674 Entregado","1","04-01-21","02660 - LEGANES","02665 - NAVALCARNERO","02660 - LEGANES","ECOM","IBERICA DE DROGUERIA Y PERFUMES S.A.","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","07-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115290"
"PP-21-002739","04802A002427 Entregado","1","04-01-21","04802 - EIVISSA - IBIZA","02660 - LEGANES","02660 - LEGANES","UMARITIMO","IBERICA DE DROGUERIA Y PERFUMES S.A.","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","0 / 1","07-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/115307"
"PP-21-002740","04802A002437 Entregado","1","04-01-21","04802 - EIVISSA - IBIZA","02660 - LEGANES","02660 - LEGANES","UMARITIMO","IBERICA DE DROGUERIA Y PERFUMES S.A.","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","07-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115308"
"PP-21-002765","02820A003074 Entregado","1","04-01-21","02820 - MURCIA 30002","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","07-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115333"
"PP-21-002766","02820A003047 Entregado","1","04-01-21","02820 - MURCIA 30002","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","07-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115334"
"PP-21-002767","02672A002406 Entregado","1","04-01-21","02672 - MADRID","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","07-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115335"
"PP-21-002768","00640A014696 Entregado","1","04-01-21","00640 - BARCELONA 08012","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","07-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/115336"
"PP-21-002769","01403A004888 Entregado","1","04-01-21","01403 - RIVEIRA (STA.EUGENIA)","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","07-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/115337"
"PP-21-002770","00637A007453 Entregado","1","04-01-21","00637 - BARCELONA 08020","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","07-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/115338"
"PP-21-002771","01403A004889 Entregado","1","04-01-21","01403 - RIVEIRA (STA.EUGENIA)","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","07-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/115339"
"PP-21-002772","04013A004662 Entregado","1","04-01-21","04013 - AMETLLA DE MAR","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","07-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/115340"
"PP-21-002773","03309A007599 Entregado","1","04-01-21","03309 - VIGO 36201","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","07-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/115341"
"PP-21-002774","03309A007600 Entregado","1","04-01-21","03309 - VIGO 36201","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","07-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/115342"
"PP-21-002775","01704A005023 Entregado","1","04-01-21","01704 - BAZA","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","07-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/115343"
"PP-21-002776","00611A002372 Entregado","1","04-01-21","00611 - VILANOVA I LA GELTRU","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","07-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/115344"
"PP-21-002777","00657A011316 Entregado","1","04-01-21","00657 - SANT JOAN DESPI","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","07-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/115345"
"PP-21-002778","02714A004843 Entregado","1","04-01-21","02714 - ARROYO DE LA MIEL","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","07-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/115346"
"PP-21-002779","04810A009790 Entregado","1","04-01-21","04810 - PALMA MALLORCA 07010","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","07-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/115347"
"PP-21-002780","04810A009793 Entregado","1","04-01-21","04810 - PALMA MALLORCA 07010","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","07-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/115348"
"PP-21-002781","04810A009794 Entregado","1","04-01-21","04810 - PALMA MALLORCA 07010","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","07-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/115349"
"PP-21-002782","02668A006316 Entregado","1","04-01-21","02668 - MADRID 28044","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","07-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/115350"
"PP-21-002783","02648A009654 Entregado","1","04-01-21","02648 - PINTO","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","07-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/115351"
"PP-21-002784","02809A008700 Entregado","1","04-01-21","02809 - ALGUAZAS","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","07-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/115352"
"PP-21-002785","03309A007616 Entregado","1","04-01-21","03309 - VIGO 36201","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","07-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/115353"
"PP-21-002786","02722A010249 Entregado","1","04-01-21","02722 - MALAGA 29005","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","07-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/115354"
"PP-21-002787","02616A010211 Entregado","1","04-01-21","02616 - MADRID 28008","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","07-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/115355"
"PP-21-002788","00219A004386 Entregado","1","04-01-21","00219 - ALACANT 03001","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","07-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/115356"
"PP-21-002789","00219A004387 Entregado","1","04-01-21","00219 - ALACANT 03001","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","07-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/115357"
"PP-21-002790","04600A004280 Entregado","1","04-01-21","04600 - ZAMORA","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","07-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/115358"
"PP-21-002791","04600A004281 Pendiente: EntregaPendiente, AE0399, Destinatario NO acepta","1","04-01-21","04600 - ZAMORA","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","07-01-21","08-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/115359"
"PP-21-002792","00215A004056 Entregado","1","04-01-21","00215 - ALACANT 03004","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","07-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/115360"
"PP-21-002793","00215A004057 Entregado","1","04-01-21","00215 - ALACANT 03004","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","07-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/115361"
"PP-21-002794","00607A011714 Entregado","1","04-01-21","00607 - SABADELL 08203","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","07-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/115362"
"PP-21-002795","02707A003959 Entregado","1","04-01-21","02707 - ANTEQUERA","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","07-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/115363"
"PP-21-002796","04810A009830 Entregado","1","04-01-21","04810 - PALMA MALLORCA 07010","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","07-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/115364"
"PP-21-002798","02809A008734 Entregado","1","04-01-21","02809 - ALGUAZAS","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","07-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/115366"
"PP-21-002799","02648A009672 Entregado","1","04-01-21","02648 - PINTO","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","07-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/115367"
"PP-21-002800","01403A004928 Entregado","1","04-01-21","01403 - RIVEIRA (STA.EUGENIA)","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","07-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/115368"
"PP-21-002801","01904A002232 Entregado","1","04-01-21","01904 - BOLLULLOS","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","07-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/115369"
