"N. parte","Envios","Bult","F. Albaran","Orig.","Dest.","Propi.","Serv.","Abonado","Tipo","Estado","Gestor","Resolución","Fecha parte","F.Resolución","Tiempo","Acción"
"PP-21-013099","00221A006793 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","00221 - ELX/ELCHE (PARQUE EMPRESARIAL) 03203","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125667"
"PP-21-013100","01500A003316 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","01500 - CUENCA","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125668"
"PP-21-013101","01100A006082 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","01100 - CASTELLO 12006","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125669"
"PP-21-013102","03308A008914 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","03308 - GROVE","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125670"
"PP-21-013103","03605A004309 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","03605 - CASTRO URDIALES","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125671"
"PP-21-013104","00202A006050 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","00202 - BENIDORM","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125672"
"PP-21-013105","04303A007299 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","04303 - SAGUNT","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125673"
"PP-21-013106","01304A004984 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","01304 - MONTILLA","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125674"
"PP-21-013107","04312A003608 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","04312 - CHIVA","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125675"
"PP-21-013108","02811A001896 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","02811 - MAZARRON","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125676"
"PP-21-013109","00212A007591 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","00212 - ALMORADI","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125677"
"PP-21-013110","04301A006347 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","04301 - ALZIRA","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125678"
"PP-21-013111","04304A006895 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","04304 - XATIVA","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125679"
"PP-21-013112","01304A004993 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","01304 - MONTILLA","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125680"
"PP-21-013113","03803A004700 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","03803 - ECIJA","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125681"
"PP-21-013114","03601A008700 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","03601 - TORRELAVEGA","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125682"
"PP-21-013115","03601A008701 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","03601 - TORRELAVEGA","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125683"
"PP-21-013116","03601A008702 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","03601 - TORRELAVEGA","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125684"
"PP-21-013117","03601A008703 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","03601 - TORRELAVEGA","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125685"
"PP-21-013118","03601A008704 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","03601 - TORRELAVEGA","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125686"
"PP-21-013119","03502A006631 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","03502 - IRUN","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125687"
"PP-21-013120","03002A004145 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","03002 - AVILES","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125688"
"PP-21-013121","03500A004621 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","03500 - SAN SEBASTIÁN 20011","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125689"
"PP-21-013122","03305A002670 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","03305 - CANGAS DE MORRAZO","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125690"
"PP-21-013123","01721A003100 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","01721 - PELIGROS","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125691"
"PP-21-013124","03002A004150 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","03002 - AVILES","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125692"
"PP-21-013125","04309A005105 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","04309 - MUSEROS","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125693"
"PP-21-013126","04320A008437 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","04320 - VALENCIA 46023","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125694"
"PP-21-013127","01406A003921 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","01406 - CARBALLO","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125695"
"PP-21-013128","02819A010581 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","02819 - MURCIA 30007","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125696"
"PP-21-013129","00215A004470 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","00215 - ALACANT 03004","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125697"
"PP-21-013130","00307A001857 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","00307 - ADRA (BERJA)","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125698"
"PP-21-013131","03011A006544 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","03011 - GIJON 33202","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125699"
"PP-21-013132","01300A019818 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","01300 - CORDOBA 14014","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125700"
"PP-21-013133","04303A007364 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","04303 - SAGUNT","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125701"
"PP-21-013134","03005A003397 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","03005 - LUGONES","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125702"
"PP-21-013135","02819A010602 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","02819 - MURCIA 30007","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125703"
"PP-21-013136","02208A003984 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","02208 - LEON 24007","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125704"
"PP-21-013137","03605A004330 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","03605 - CASTRO URDIALES","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125705"
"PP-21-013138","01202A004568 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","01202 - VALDEPEÑAS","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125706"
"PP-21-013139","02802A005188 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","02802 - LORCA","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125707"
"PP-21-013140","02815A004545 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","02815 - MURCIA 30011","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125708"
"PP-21-013141","00300A005092 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","00300 - ALMERIA 04004","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125709"
"PP-21-013142","03016A006525 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","03016 - GIJÓN 33207","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125710"
"PP-21-013143","01100A006051 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","01100 - CASTELLO 12006","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125711"
"PP-21-013144","01402A014834 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","01402 - SANTIAGO DE COMPOSTELA 15705","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125712"
"PP-21-013145","03806A005148 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","03806 - ALCALA GUADAIRA","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125713"
"PP-21-013146","04308A009077 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","04308 - ALDAIA","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125714"
"PP-21-013147","03302A010460 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","03302 - VILLAGARCIA AROUSA","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125715"
"PP-21-013148","04326A003052 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","04326 - VALENCIA 46013","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125716"
"PP-21-013149","01309A004500 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","01309 - PEÑARROYA-PUEBLONUEV","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125717"
"PP-21-013150","04327A003424 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","04327 - VALENCIA 46022","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125718"
"PP-21-013151","02809A010267 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","02809 - ALGUAZAS","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125719"
"PP-21-013152","04321A004928 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","04321 - VALENCIA 46005","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125720"
"PP-21-013153","01400A015210 Pendiente: TransitoInternoEntrega, AE0700, No recibido","1","13-01-21","01400 - A CORUÑA 15011","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125721"
"PP-21-013154","01400A015213 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","01400 - A CORUÑA 15011","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125722"
"PP-21-013155","01102A003656 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","01102 - VALL D'UIXO","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125723"
"PP-21-013156","01702A002686 Pendiente: TransitoInternoEntrega, AE0700, No recibido","1","13-01-21","01702 - MARACENA","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125724"
"PP-21-013157","03812A007161 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","03812 - CAMAS","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125725"
"PP-21-013158","01721A003168 Pendiente: TransitoInternoEntrega, ,","1","13-01-21","01721 - PELIGROS","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125726"
"PP-21-013159","03605A004181 Pendiente: TransitoInternoEntrega, ,","1","12-01-21","03605 - CASTRO URDIALES","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125727"
"PP-21-013160","03605A004182 Pendiente: TransitoInternoEntrega, ,","1","12-01-21","03605 - CASTRO URDIALES","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125728"
"PP-21-013161","03203A001514 Pendiente: TransitoInternoEntrega, ,","1","12-01-21","03203 - ALSASUA","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125729"
"PP-21-013162","00226A002501 Pendiente: TransitoInternoEntrega, ,","1","12-01-21","00226 - VILLAJOYOSA","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125730"
"PP-21-013163","01400A014808 Pendiente: TransitoInternoEntrega, ,","1","12-01-21","01400 - A CORUÑA 15011","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125731"
"PP-21-013164","03605A004183 Pendiente: TransitoInternoEntrega, ,","1","12-01-21","03605 - CASTRO URDIALES","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125732"
"PP-21-013165","03605A004239 Pendiente: TransitoInternoEntrega, ,","1","12-01-21","03605 - CASTRO URDIALES","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125733"
"PP-21-013166","01502A001634 Pendiente: TransitoInternoEntrega, ,","1","12-01-21","01502 - MOTILLA DEL PALANCAR","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125734"
"PP-21-013167","03007A005129 Entregado","1","12-01-21","03007 - OVIEDO 33006","02638 - MADRID 28029","02638 - MADRID 28029","ECOM","SLOW LOVE S.L","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125735"
"PP-21-013168","03014A002744 Pendiente: TransitoInternoEntrega, ,","1","12-01-21","03014 - OVIEDO 33001","02638 - MADRID 28029","02638 - MADRID 28029","ECRE","FIDOTEC SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","21-01-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/125736"
