"N. parte","Envios","Bult","F. Albaran","Orig.","Dest.","Propi.","Serv.","Abonado","Tipo","Estado","Gestor","Resolución","Fecha parte","F.Resolución","Tiempo","Acción"
"PP-21-024167","082026130530 Extraviado(Criterio temporal)","1","21-01-21","08202 - PAREDES","02608 - TRES CANTOS","08202 - PAREDES","U14E","HORAS AMBULANTES LDA","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","08-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136735"
"PP-21-024175","026715995594 Pendiente: TransitoInternoEntrega, ,","1","02-02-21","02671 - POZUELO ALARCÓN 28224","02646 - VILLAVICIOSA DE ODON","02671 - POZUELO ALARCÓN 28224","ECOM","RS AMIDATA S.A.","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","09-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136743"
"PP-21-024178","006123178687 Solo estado 17. Sin traza TTM.","1","27-01-21","00612 - PINEDA DE MAR","Internacional Madrid","00612 - PINEDA DE MAR","ECOP","SANTA SUSANNA ORIGINAL STORE SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","09-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136746"
"PP-21-024181","026366978167 Extraviado(Criterio temporal)","1","26-01-21","02636 - FUENLABRADA","02659 - VALDEMORO","02636 - FUENLABRADA","U19E","LA RUTA 2018 SERVICIOS LOGISTICOS SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","10-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136749"
"PP-21-024182","00610A011338 Pendiente: RecogidaFinalizada, AE0700, No recibido","1","04-02-21","00610 - VILAFRANCA DEL PENEDES","02651 - LAS ROZAS","02651 - LAS ROZAS","RETO","BEMASCÉ TÉCNICA, S.L.","Pérdida","Respuesta info recibida","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","09-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136750"
"PP-21-024187","00903A003461 Extraviado(Criterio temporal)","1","29-01-21","00903 - CORIA","02651 - LAS ROZAS","02651 - LAS ROZAS","RETO","BEMASCÉ TÉCNICA, S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","15-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136755"
"PP-21-024193","033099643562 Entregado","1","25-01-21","03309 - VIGO 36201","02622 - MADRID 28003","03309 - VIGO 36201","ECOM","BIMBA & LOLA, SLU O01","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","09-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136761"
"PP-21-024202","043260801268 Extraviado(Criterio temporal)","1","20-01-21","04326 - VALENCIA 46013","02605 - MOSTOLES 28936","04326 - VALENCIA 46013","ECOM","ZARA ESPAÑA, S.A.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","08-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136770"
"PP-21-024203","006123176751 Extraviado(Criterio temporal)","1","25-01-21","00612 - PINEDA DE MAR","Internacional Madrid","00612 - PINEDA DE MAR","ECOP","SANTA SUSANNA ORIGINAL STORE SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","10-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136771"
"PP-21-024206","043260804323 Extraviado(Criterio temporal)","1","26-01-21","04326 - VALENCIA 46013","04209 - TALAVERA REINA","04326 - VALENCIA 46013","ECOM","ZARA ESPAÑA, S.A.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","10-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136774"
"PP-21-024210","006123176765 Extraviado(Criterio temporal)","1","25-01-21","00612 - PINEDA DE MAR","Internacional Madrid","00612 - PINEDA DE MAR","ECOP","SANTA SUSANNA ORIGINAL STORE SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","10-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136778"
"PP-21-024217","024034482326 Entregado","1","02-02-21","02403 - LOGROÑO 26003","00901 - PLASENCIA","02403 - LOGROÑO 26003","U19E","TUC TUC INTERNATIONAL 2020 SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","09-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136785"
"PP-21-024222","026733623590 Pendiente: TransitoInternoEntrega, ,","1","01-02-21","02673 - ALCALA HENARES 28802","02672 - MADRID","02673 - ALCALA HENARES 28802","U19E","EL CORTE INGLES SA","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","16-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136790"
"PP-21-024223","028193081740 Pendiente: TransitoInternoEntrega, ,","1","04-02-21","02819 - MURCIA 30007","04209 - TALAVERA REINA","02819 - MURCIA 30007","U19E","MEPODS","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","09-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136791"
"PP-21-024225","026733625192 Entregado","1","02-02-21","02673 - ALCALA HENARES 28802","02673 - ALCALA HENARES 28802","02673 - ALCALA HENARES 28802","U19E","EL CORTE INGLES SA","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","09-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136793"
"PP-21-024232","02673A008759 Solo estado 17. Sin traza TTM.","1","01-02-21","02673 - ALCALA HENARES 28802","02660 - LEGANES","02660 - LEGANES","ECOM","IBERICA DE DROGUERIA Y PERFUMES S.A.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","16-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136800"
"PP-21-024234","026733625707 Pendiente: TransitoInternoEntrega, AE0700, No recibido","1","02-02-21","02673 - ALCALA HENARES 28802","02673 - ALCALA HENARES 28802","02673 - ALCALA HENARES 28802","U19E","EL CORTE INGLES SA","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","09-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136802"
"PP-21-024236","02673A008885 Pendiente: RecogidaFinalizada, ,","1","02-02-21","02673 - ALCALA HENARES 28802","02670 - MADRID 28037","02670 - MADRID 28037","U19E","EL CORTE INGLES SA","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","09-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136804"
"PP-21-024238","02660A005648 Extraviado(Criterio temporal)","1","25-01-21","02660 - LEGANES","02648 - PINTO","02670 - MADRID 28037","U19E","EL CORTE INGLES SA","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","10-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136806"
"PP-21-024239","02673A008888 Entregado","1","02-02-21","02673 - ALCALA HENARES 28802","02641 - MADRID 28050","02641 - MADRID 28050","U19E","EL CORTE INGLES SA","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","11-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136807"
"PP-21-024241","02673A008907 Pendiente: RecogidaFinalizada, AE0700, No recibido","1","02-02-21","02673 - ALCALA HENARES 28802","02670 - MADRID 28037","02670 - MADRID 28037","U19E","EL CORTE INGLES SA","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","09-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136809"
"PP-21-024243","026022537145 Extraviado(Criterio temporal)","1","20-01-21","02602 - TORREJON DE ARDOZ","02670 - MADRID 28037","02670 - MADRID 28037","U19E","EL CORTE INGLES SA","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","08-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136811"
"PP-21-024248","02673A009073 Pendiente: RecogidaFinalizada, AE0700, No recibido","2","03-02-21","02673 - ALCALA HENARES 28802","02670 - MADRID 28037","02670 - MADRID 28037","U19E","EL CORTE INGLES SA","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","09-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136816"
"PP-21-024259","04009A004883 Extraviado(Criterio temporal)","1","18-01-21","04009 - EL VENDRELL","Internacional Madrid","04009 - EL VENDRELL","DOC","PRENSOPLAS S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","08-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136827"
"PP-21-024260","024021005526 Pendiente: EntregaPendiente, OE0062, Depositado en Franquici","2","01-02-21","02402 - NAJERA","01801 - AZUQUECA DE HENARES","02402 - NAJERA","U19E","VIVANCO ENOTURISMO Y EXPERIENCIAS, SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","16-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136828"
"PP-21-024261","041010637860 Extraviado(Criterio temporal)","1","20-01-21","04101 - ALCAÑIZ","02670 - MADRID 28037","02670 - MADRID 28037","U19E","EL CORTE INGLES SA","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","08-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136829"
"PP-21-024275","026015274104 Pendiente: TransitoInternoEntrega, AE0700, No recibido","1","04-02-21","02601 - GETAFE 28906","04207 - QUINTANAR DE LA ORDEN","02601 - GETAFE 28906","U19E","EL CORTE INGLES SA","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","09-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136843"
"PP-21-024294","021070075922 Pendiente: TransitoInternoEntrega, ,","1","01-02-21","02107 - VILLACARRILLO","02622 - MADRID 28003","02107 - VILLACARRILLO","U19","S.C.A. NRTA,SRA,DE LA ASUNCION","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","16-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136862"
"PP-21-024298","007050716904 Entregado","1","04-02-21","00705 - BEDIA","04200 - TOLEDO","00705 - BEDIA","U19E","BRAMMER","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","09-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136866"
"PP-21-024300","026366981952 Extraviado(Criterio temporal)","1","28-01-21","02636 - FUENLABRADA","01800 - GUADALAJARA","02636 - FUENLABRADA","ECOM","BLUE DIGITAL TECHNOLOGY SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","12-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136868"
"PP-21-024301","02619A029054 Pendiente: TransitoInternoEntrega, ,","1","02-02-21","02619 - MADRID 28014","00901 - PLASENCIA","02619 - MADRID 28014","U19","IRENE RODRIGUEZ DE SOTO","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","09-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136869"
"PP-21-024302","038005014881 Entrega parcial","9","19-01-21","03800 - DOS HERMANAS","01801 - AZUQUECA DE HENARES","03800 - DOS HERMANAS","ECOM","ALPCROSS OUTDOOT, S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","08-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136870"
"PP-21-024304","080112676749 Extraviado(Criterio temporal)","1","21-01-21","08011 - ODIVELAS","02670 - MADRID 28037","02670 - MADRID 28037","U19E","EL CORTE INGLES SA","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","08-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136872"
"PP-21-024305","010002171485 Extraviado(Criterio temporal)","1","21-01-21","01000 - PUERTO REAL","02670 - MADRID 28037","02670 - MADRID 28037","U19E","EL CORTE INGLES SA","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","08-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136873"
"PP-21-024306","016070423226 Extraviado(Criterio temporal)","1","22-01-21","01607 - SANTA COLOMA DE FARNERS","02670 - MADRID 28037","02670 - MADRID 28037","U19E","EL CORTE INGLES SA","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","08-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136874"
"PP-21-024307","009003004228 Extraviado(Criterio temporal)","1","25-01-21","00900 - CACERES","02670 - MADRID 28037","02670 - MADRID 28037","U19E","EL CORTE INGLES SA","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","10-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136875"
"PP-21-024308","002192979761 Borrado","1","25-01-21","00219 - ALACANT 03001","02670 - MADRID 28037","02670 - MADRID 28037","U19E","EL CORTE INGLES SA","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","08-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136876"
"PP-21-024318","03201A007844 Solo estado 17. Sin traza TTM.","1","02-02-21","03201 - TUDELA","02610 - MADRID 28031","03201 - TUDELA","U10E","RECEPCION YANANDA","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","08-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136886"
"PP-21-024319","010070530390 Extraviado(Criterio temporal)","1","29-01-21","01007 - SAN FERNANDO","02676 - COSLADA","02676 - COSLADA","U19E","LINUR S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","15-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136887"
"PP-21-024321","082032992771 Extraviado(Criterio temporal)","1","15-01-21","08203 - VILA NOVA DE GAIA","02603 - ALCOBENDAS","08203 - VILA NOVA DE GAIA","ECOM","Barata & Ramilo, SA.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","08-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136889"
"PP-21-024323","033071854856 Entregado","2","01-02-21","03307 - VIGO 36208","02636 - FUENLABRADA","03307 - VIGO 36208","ECOM","STRADIVARIUS","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","08-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136891"
"PP-21-024326","004003000350 Entrega parcial","2","26-01-21","00400 - AVILA","02614 - MADRID 28043","00400 - AVILA","U19E","GET STRONG FITNESS, S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","10-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136894"
"PP-21-024328","024004937657 Entregado","2","01-02-21","02400 - AGONCILLO (WURTH)","00903 - CORIA","02400 - AGONCILLO (WURTH)","U19E","WURTH ESPAÑA S.A.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","09-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136896"
"PP-21-024334","080106666238 Extraviado(Criterio temporal)","1","26-01-21","08010 - SINTRA","02633 - MADRID 28027","08010 - SINTRA","U19E","VELVET MORNING,LDA","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","10-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136902"
"PP-21-024346","024004940223 Entregado","1","01-02-21","02400 - AGONCILLO (WURTH)","03700 - SEGOVIA","02400 - AGONCILLO (WURTH)","U19E","WURTH ESPAÑA S.A.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","09-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136914"
"PP-21-024355","043260810982 Pendiente: TransitoInternoEntrega, ,","1","03-02-21","04326 - VALENCIA 46013","02665 - NAVALCARNERO","04326 - VALENCIA 46013","U19E","ERIK COLLADO VIDAL","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","09-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136923"
"PP-21-024357","00679A015756 Entregado","1","02-02-21","00679 - LES FRANQUESES DEL VALLES","02673 - ALCALA HENARES 28802","00679 - LES FRANQUESES DEL VALLES","ECOM","ADN COMUNITY S.L","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","09-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136925"
"PP-21-024366","02630A010403 Entregado","1","26-01-21","02630 - MADRID 28030","02665 - NAVALCARNERO","02630 - MADRID 28030","UBAG19","DAVID BLANCO","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","10-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136934"
"PP-21-024367","043028201932 Entregado","1","03-02-21","04302 - GANDIA 46701","02636 - FUENLABRADA","04302 - GANDIA 46701","ECOM","ZARA","Pérdida","Respuesta info recibida","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","09-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136935"
"PP-21-024372","035023724795 Entregado","1","04-02-21","03502 - IRUN","02608 - TRES CANTOS","03502 - IRUN","ECOM","COMERCIAL AUTOLUX, S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","09-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136940"
"PP-21-024399","043226856811 Extraviado(Criterio temporal)","1","29-01-21","04322 - VALENCIA 46015","02628 - MADRID 28028","04322 - VALENCIA 46015","ECOM","TEDY BUSINESS SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","15-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136967"
"PP-21-024419","035083472218 Extraviado(Criterio temporal)","1","22-01-21","03508 - ZARAUTZ","04200 - TOLEDO","03508 - ZARAUTZ","ECOM","DANG DANG S.A.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","08-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/136987"
"PP-21-024432","017212437998 Extraviado(Criterio temporal)","2","25-01-21","01721 - PELIGROS","02670 - MADRID 28037","02670 - MADRID 28037","U19E","EL CORTE INGLES SA","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","10-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/137000"
"PP-21-024434","002212587144 Entregado","1","03-02-21","00221 - ELX/ELCHE (PARQUE EMPRESARIAL) 03203","02673 - ALCALA HENARES 28802","00221 - ELX/ELCHE (PARQUE EMPRESARIAL) 03203","U19E","ATRAMENTUM S.L","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","09-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/137002"
"PP-21-024435","044051743034 Extraviado(Criterio temporal)","1","25-01-21","04405 - VALLADOLID 47009","02670 - MADRID 28037","02670 - MADRID 28037","U19E","EL CORTE INGLES SA","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","10-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/137003"
"PP-21-024436","005011129388 Extraviado(Criterio temporal)","1","25-01-21","00501 - MERIDA","02670 - MADRID 28037","02670 - MADRID 28037","U19E","EL CORTE INGLES SA","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","08-02-21","10-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/137004"
"PP-21-024446","04405A010996 Pendiente: RecogidaFinalizada, ,","1","02-02-21","04405 - VALLADOLID 47009","02648 - PINTO","04405 - VALLADOLID 47009","U19E","CAMPOS RAMOS MENSAJERIA,S.L.","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","09-02-21","10-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/137014"
"PP-21-024458","02701A004251 Extraviado(Criterio temporal)","1","07-01-21","02701 - MARBELLA","Internacional Madrid","02701 - MARBELLA","BOX25","LEGAL ADVISORS SPAIN SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","09-02-21","10-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/137026"
"PP-21-024469","045023528276 Entregado","1","05-02-21","04502 - VITORIA 01008","01501 - TARANCON","04502 - VITORIA 01008","U19E","FIT  ENERGY S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","09-02-21","10-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/137037"
"PP-21-024470","024034483946 Entregado","1","03-02-21","02403 - LOGROÑO 26003","02673 - ALCALA HENARES 28802","02403 - LOGROÑO 26003","U19E","TUC TUC INTERNATIONAL 2020 SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","09-02-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/137038"
"PP-21-024475","043120513027 Extraviado(Criterio temporal)","1","26-01-21","04312 - CHIVA","02630 - MADRID 28030","04312 - CHIVA","ECOM","1AUDRUMCAR SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","09-02-21","10-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/137043"
"PP-21-024494","043085574824 Pendiente: TransitoInternoEntrega, AE0700, No recibido","1","05-02-21","04308 - ALDAIA","04200 - TOLEDO","04308 - ALDAIA","U19E","CECOTEC INNOVACIONES SL","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","09-02-21","10-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/137062"
"PP-21-024501","043085265972 Entregado","4","05-02-21","04308 - ALDAIA","02628 - MADRID 28028","04308 - ALDAIA","U19E","CECOTEC INNOVACIONES SL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","09-02-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/137069"
"PP-21-024509","038123675859 Entregado","1","03-02-21","03812 - CAMAS","02622 - MADRID 28003","03812 - CAMAS","ECOM","ZARA HOME ESPAÑA,S.A.","Pérdida","Respuesta info recibida","DPTO SEGURIDAD BARAJAS","1 / 1","09-02-21","10-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/137077"
"PP-21-024516","005011132296 Entregado","1","05-02-21","00501 - MERIDA","00902 - NAVALMORAL MATA","00501 - MERIDA","ECOM","GUADIANA GLOBAL INVERSIONES S.L.","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","09-02-21","10-02-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/137084"
"PP-21-024519","043260812536 Entregado","1","04-02-21","04326 - VALENCIA 46013","02673 - ALCALA HENARES 28802","04326 - VALENCIA 46013","U19E","ERIK COLLADO VIDAL","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","09-02-21","","","https://wilsonapp.tech/frontend/partes_perdida/edit/137087"
